,Register Page,JPEG number,Number,Letter,CertMonth,CertDay,CertYear,First name,Last name,Title,DueMonth,DueDay,DueYear,Dollars,90th,8th,DeliveryMonth,DeliveryDay,DeliveryYear,LS?,LSnote,Notes
383,15.0,126.0,370.0,C,11.0,16.0,1784.0,Israel,Gorton,,10.0,31,1779.0,32.0,2.0,3.0,7.0,1.0,1785.0,1.0,LO 128.441,
384,15.0,126.0,371.0,N,11.0,16.0,1784.0,Thomas,Allen,,4.0,16,1782.0,1.0,22.0,4.0,3.0,1.0,1785.0,,,
385,15.0,126.0,372.0,P,11.0,16.0,1784.0,Estate of Allen Brown,,,7.0,26,1778.0,15.0,67.0,5.0,12.0,3.0,1784.0,1.0,LO 41.142,
386,15.0,126.0,373.0,R,11.0,16.0,1784.0,Constant,Saber,,5.0,1,1780.0,914.0,52.0,4.0,3.0,31.0,1785.0,1.0,LO 65.186,
387,15.0,126.0,374.0,C,11.0,16.0,1784.0,James,Wallace,,8.0,16,1781.0,1883.0,47.0,4.0,1.0,15.0,1785.0,1.0,LO 110.340,
388,15.0,126.0,375.0,B,11.0,16.0,1784.0,Jonathan,Almy,,9.0,30,1781.0,915.0,17.0,4.0,12.0,14.0,1785.0,1.0,RO,
389,15.0,126.0,376.0,A,11.0,17.0,1784.0,Ann,Tyler,,9.0,1,1780.0,2.0,77.0,1.0,11.0,21.0,1784.0,1.0,LO 236.554,
390,15.0,126.0,377.0,G,11.0,17.0,1784.0,Jonathan,Peck,,10.0,25,1779.0,3.0,52.0,,11.0,23.0,1784.0,1.0,LO 128.485,
391,15.0,126.0,378.0,E,11.0,17.0,1784.0,William,Tew,,2.0,28,1780.0,4.0,73.0,2.0,11.0,23.0,1784.0,1.0,RO,
392,15.0,126.0,379.0,D,11.0,17.0,1784.0,Timothy,Cutler,,6.0,30,1780.0,16.0,40.0,4.0,11.0,23.0,1784.0,1.0,RO,
393,15.0,126.0,380.0,N,11.0,17.0,1784.0,Josiah,Snow,,2.0,18,1780.0,3.0,29.0,4.0,11.0,23.0,1784.0,1.0,RO,
394,15.0,126.0,381.0,P,11.0,17.0,1784.0,George,Norton,,2.0,24,1780.0,7.0,73.0,1.0,11.0,23.0,1784.0,1.0,RO,
395,15.0,126.0,382.0,R,11.0,17.0,1784.0,Nath,Richmond,,4.0,22,1782.0,11.0,60.0,,11.0,23.0,1784.0,1.0,RO,
396,15.0,126.0,383.0,G,11.0,17.0,1784.0,Samuel,Johnson,,7.0,24,1780.0,80.0,,,11.0,24.0,1784.0,1.0,LO 57.164,
397,15.0,126.0,384.0,D,11.0,17.0,1784.0,Samuel,Johnson,,9.0,2,1780.0,5.0,57.0,,11.0,24.0,1784.0,1.0,LO 57.164,
398,15.0,126.0,385.0,E,11.0,17.0,1784.0,Lewis,Thomas,,4.0,16,1782.0,5.0,,,11.0,24.0,1784.0,1.0,772,
399,15.0,126.0,386.0,C,11.0,17.0,1784.0,Lewis,Thomas,,4.0,16,1782.0,5.0,,,11.0,24.0,1784.0,1.0,772,
400,15.0,126.0,387.0,B,11.0,17.0,1784.0,John,Granger,,8.0,1,1780.0,1.0,7.0,6.0,5.0,16.0,1785.0,1.0,LO 191.533,
401,15.0,126.0,388.0,A,11.0,18.0,1784.0,Allen,Ingraham,,8.0,12,1780.0,9.0,63.0,1.0,5.0,16.0,1785.0,1.0,1742,
